Molecule_ID,Source_Molecule_ID,SMILES,Molecule_class,Cacetal-q(N),Cacetal-q(N+1),Cacetal-s-,E_HOMO(N-1),VIP,Overall_Average,Pos_Average,Polar_Area,Split_Cacetal_q_N,Split_Cacetal_q_Nplus1,Split_Cacetal_s_minus,Split_E_HOMO_Nminus1,Split_VIP,Split_Overall_Average,Split_Pos_Average,Split_Polar_Area
DFT0322,acetal1500_000322,C=CC(=O)NCCOCCOC(CC(C)(C)C)(OC)OCC(Cl)(Cl)Cl,orthoester,0.2184,0.2182,0.013,-0.274829,0.238022,0.00346271,0.01896354,51.05,train,train,validation,train,train,test,train,train
DFT0323,acetal1500_000323,C=CC(=O)NCCOCCOC(CC(C)C)(OCC(Cl)(Cl)Cl)C1CC1,ketal,0.1627,0.1626,0.0042,-0.263529,0.246624,0.00367061,0.02210391,56.32,test,validation,train,train,test,train,train,train
DFT0324,acetal1500_000324,C=CC(=O)NCCOCCOC(CC(C)C)(OC)OCC(Cl)(Cl)Cl,orthoester,0.2208,0.2207,0.0079,-0.275914,0.237681,-0.0002216,0.02018155,49.01,train,train,train,train,train,validation,train,train
DFT0325,acetal1500_000325,C=CC(=O)NCCOCCOC(OCC(Cl)(Cl)Cl)(C1CC1)C(C)(C)C,ketal,0.1672,0.1671,0.0053,-0.262389,0.247918,0.00261132,0.01889736,43.83,validation,train,train,train,train,train,train,train
DFT0326,acetal1500_000326,CC(C=Cc1ccccc1)(OCc1ccccc1)OCC(Cl)(Cl)Cl,ketal,0.155,0.138,0.0695,-0.246995,0.216721,-0.00136301,0.01906407,59.36,train,train,train,train,train,test,train,train
DFT0327,acetal1500_000327,ClC(Cl)(Cl)COC(C=Cc1ccccc1)OCc1ccccc1,acetal,0.1243,0.1046,0.0946,-0.247717,0.217426,0.00067528,0.01732938,50.18,train,train,validation,train,test,train,train,train
DFT0328,acetal1500_000328,Clc1ccc(C(C=Cc2ccccc2)(OCc2ccccc2)OCC(Cl)(Cl)Cl)cc1,ketal,0.1594,0.1475,0.0512,-0.250357,0.220999,0.00086587,0.01604546,46.59,validation,train,train,train,train,train,train,train
DFT0329,acetal1500_000329,Fc1ccc(C(C=Cc2ccccc2)(OCc2ccccc2)OCC(Cl)(Cl)Cl)cc1,ketal,0.1571,0.1419,0.0555,-0.247423,0.218163,0.00073673,0.01730058,52.28,test,train,train,train,train,test,train,train
DFT0330,acetal1500_000330,ClC(Cl)(Cl)COC(C=Cc1ccccc1)(OCc1ccccc1)c1ccccc1,ketal,0.157,0.1419,0.0553,-0.248536,0.217874,-0.00094824,0.01587412,51.51,train,train,train,test,train,train,validation,test
DFT0331,acetal1500_000331,Clc1ccc(C(CBr)(OCc2ccccc2)OCC(Cl)(Cl)Cl)cc1,ketal,0.1553,0.1449,0.0266,-0.254341,0.239711,0.0015579,0.02288561,56.06,train,train,train,test,train,test,train,train
DFT0332,acetal1500_000332,CC(C)(C)CC(C)(OCc1ccccc1)OCC(Cl)(Cl)Cl,ketal,0.1625,0.1578,0.0543,-0.265477,0.23702,0.00101942,0.01753259,51.67,train,train,test,train,train,train,train,train
DFT0333,acetal1500_000333,CC(C)(C)CC(OCc1ccccc1)OCC(Cl)(Cl)Cl,acetal,0.1307,0.1246,0.0356,-0.280425,0.237505,0.00147058,0.017774,43.98,train,train,train,train,train,train,train,train
DFT0334,acetal1500_000334,CC(C)(C)CC(OCc1ccccc1)(OCC(Cl)(Cl)Cl)c1ccc(F)cc1,ketal,0.1637,0.1583,0.0424,-0.250884,0.237862,0.0016519,0.01589319,46.58,train,train,train,train,test,train,train,train
DFT0335,acetal1500_000335,CC(C)(C)CC(OCc1ccccc1)(OCC(Cl)(Cl)Cl)c1ccccc1,ketal,0.1617,0.1572,0.0578,-0.254426,0.237836,0.0004652,0.01515449,40.02,test,train,train,train,test,train,train,train
DFT0336,acetal1500_000336,CC(C)CC(OCc1ccccc1)(OCC(Cl)(Cl)Cl)C1CC1,ketal,0.1618,0.1568,0.0457,-0.270072,0.235357,0.00067375,0.01681226,50.5,test,train,validation,train,train,validation,train,train
DFT0337,acetal1500_000337,CC(C)CC(OCc1ccccc1)OCC(Cl)(Cl)Cl,acetal,0.1296,0.123,0.0431,-0.274717,0.239119,0.00122397,0.01689228,46.17,train,train,validation,train,train,train,train,validation
DFT0338,acetal1500_000338,CC(C)CC(OCc1ccccc1)(OCC(Cl)(Cl)Cl)c1ccccc1,ketal,0.161,0.1557,0.0247,-0.249763,0.234972,0.00030667,0.01673143,47.31,train,validation,train,validation,validation,train,train,validation
DFT0339,acetal1500_000339,COC(C)(C=Cc1ccccc1)OCC(Cl)(Cl)Cl,ketal,0.1556,0.1441,0.0712,-0.280131,0.214776,7.189e-05,0.01501665,46.41,train,train,train,test,train,train,train,train
DFT0340,acetal1500_000340,COC(C=Cc1ccccc1)(OCC(Cl)(Cl)Cl)C1CC1,ketal,0.1553,0.1401,0.061,-0.278321,0.21728,0.00091442,0.0174365,51.12,test,train,test,train,train,test,train,train
DFT0341,acetal1500_000341,COC(C=Cc1ccccc1)(OCC(Cl)(Cl)Cl)c1ccccc1,ketal,0.1577,0.1399,0.0595,-0.25943,0.212009,-0.00093952,0.01405068,46.7,train,train,test,test,train,train,validation,validation
DFT0342,acetal1500_000342,COC(CC(C)(C)C)(OCC(Cl)(Cl)Cl)C1CC1,ketal,0.1621,0.1576,0.1617,-0.304417,0.258849,0.00202814,0.01272161,34.87,train,train,train,train,test,train,test,validation
DFT0343,acetal1500_000343,COC(C)(CC(C)C)OCC(Cl)(Cl)Cl,ketal,0.1606,0.1559,0.2049,-0.3104,0.249617,0.00065049,0.01751085,49.16,test,train,train,validation,test,test,train,train
DFT0344,acetal1500_000344,O=C(O)C1CCCCC1OC(C=Cc1ccccc1)(OCC(Cl)(Cl)Cl)C1CC1,ketal,0.1587,0.1431,0.065,-0.269584,0.214329,-0.00014368,0.01594725,49.52,validation,train,train,train,train,test,train,train
DFT0345,acetal1500_000345,Cc1ccc(C(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)OC2CCCCC2C(=O)O)cc1,ketal,0.1592,0.1441,0.0538,-0.245818,0.216624,-0.00082169,0.01486035,44.75,train,test,train,train,train,train,train,train
DFT0346,acetal1500_000346,O=C(O)C1CCCCC1OC(C=Cc1ccccc1)(OCC(Cl)(Cl)Cl)c1ccc(O)cc1,ketal,0.1596,0.1418,0.0604,-0.236108,0.209697,-0.00223826,0.01949859,53.49,train,train,validation,train,train,train,train,train
DFT0347,acetal1500_000347,O=C(O)C1CCCCC1OC(C=Cc1ccccc1)(OCC(Cl)(Cl)Cl)c1ccc([N+](=O)[O-])cc1,ketal,0.1638,0.1555,0.08,-0.269469,0.218194,0.00560789,0.0199561,52.89,validation,test,test,train,train,train,train,train
DFT0348,acetal1500_000348,O=C(O)C1CCCCC1OC(CBr)(OCC(Cl)(Cl)Cl)C1CC1,ketal,0.1595,0.1546,0.1036,-0.286052,0.25642,0.00015373,0.01960755,53.92,validation,train,validation,train,train,train,train,train
DFT0349,acetal1500_000349,O=C(O)C1CCCCC1OC(CBr)(OCC(Cl)(Cl)Cl)c1ccccc1,ketal,0.1601,0.1549,0.0476,-0.274293,0.244061,-0.00051317,0.01896401,46.34,validation,train,test,train,train,test,train,train
DFT0350,acetal1500_000350,COc1ccc(C(CC(C)(C)C)(OCC(Cl)(Cl)Cl)OC2CCCCC2C(=O)O)cc1,ketal,0.1698,0.1646,0.0543,-0.265165,0.214176,0.00083471,0.01567245,40.33,train,train,test,train,train,test,train,train
DFT0351,acetal1500_000351,CCOC(CC(C)(C)C)(OCC(Cl)(Cl)Cl)OC1CCCCC1C(=O)O,orthoester,0.22,0.2155,0.113,-0.292005,0.258671,0.00136429,0.01467484,37.52,train,validation,train,train,train,test,train,train
DFT0352,acetal1500_000352,CC(C)(C)CC(OCC(Cl)(Cl)Cl)(OC1CCCCC1C(=O)O)c1ccc(Cl)cc1,ketal,0.1661,0.161,0.0539,-0.273081,0.240111,0.00323044,0.01610624,37.59,train,train,test,train,train,test,test,train
DFT0353,acetal1500_000353,CC(C)(C)CC(OCC(Cl)(Cl)Cl)(OC1CCCCC1C(=O)O)c1ccc(O)cc1,ketal,0.1649,0.1601,0.056,-0.273934,0.216668,0.0005332,0.01652166,35.54,train,validation,train,test,train,train,validation,train
DFT0354,acetal1500_000354,CC(C)(C)CC(OCC(Cl)(Cl)Cl)(OC1CCCCC1C(=O)O)c1ccccc1,ketal,0.1647,0.16,0.0545,-0.274241,0.239547,0.00080163,0.01440376,37.26,train,test,train,train,train,train,train,validation
DFT0355,acetal1500_000355,CC(C)CC(OCC(Cl)(Cl)Cl)(OC1CCCCC1C(=O)O)C1CC1,ketal,0.1628,0.1581,0.0986,-0.288033,0.259724,0.00136273,0.0141963,38.68,test,train,test,train,train,train,test,train
DFT0356,acetal1500_000356,COc1ccc(C(CC(C)C)(OCC(Cl)(Cl)Cl)OC2CCCCC2C(=O)O)cc1,ketal,0.161,0.1554,0.0529,-0.264516,0.215171,0.00124479,0.01824125,49.1,train,validation,train,train,train,train,train,train
DFT0357,acetal1500_000357,Cc1ccc(C(CC(C)C)(OCC(Cl)(Cl)Cl)OC2CCCCC2C(=O)O)cc1,ketal,0.1612,0.1567,0.0566,-0.274597,0.231821,0.00121864,0.01614057,40.85,train,train,train,train,train,train,train,train
DFT0358,acetal1500_000358,COc1ccc(C(OCC(Cl)(Cl)Cl)(OC2CCCCC2C(=O)O)C(C)C)cc1,ketal,0.165,0.1601,0.0479,-0.270669,0.213661,-0.00036445,0.01577633,44.4,validation,train,train,train,validation,train,train,train
DFT0359,acetal1500_000359,CCC(OCC(Cl)(Cl)Cl)OC1CCCCC1C(=O)O,acetal,0.1299,0.1235,0.1064,-0.295432,0.256653,0.00034386,0.02152299,63.39,train,train,train,train,train,train,train,train
DFT0360,acetal1500_000360,COC(=O)C1CCCCC1OC(C)(C=Cc1ccccc1)OCC(Cl)(Cl)Cl,ketal,0.1568,0.141,0.0683,-0.273187,0.217117,-0.00229474,0.01685746,52.72,validation,train,train,train,train,validation,train,train
DFT0361,acetal1500_000361,COC(=O)C1CCCCC1OC(C=Cc1ccccc1)(OCC(Cl)(Cl)Cl)c1ccc(Cl)cc1,ketal,0.1609,0.144,0.0605,-0.254059,0.218773,0.00187621,0.01641002,42.78,train,train,train,train,train,validation,train,train
DFT0362,acetal1500_000362,COC(=O)C1CCCCC1OC(C)(CBr)OCC(Cl)(Cl)Cl,ketal,0.159,0.1534,0.1362,-0.291494,0.255452,0.00050594,0.01832839,44.35,train,train,train,validation,validation,train,test,validation
DFT0363,acetal1500_000363,COC(=O)C1CCCCC1OC(CBr)(OCC(Cl)(Cl)Cl)c1ccc(Cl)cc1,ketal,0.1583,0.1495,0.0522,-0.276517,0.242651,0.00182604,0.02208006,46.48,test,train,test,train,train,validation,train,train
DFT0364,acetal1500_000364,CCOC(=O)C1CCCCC1OC(C=Cc1ccccc1)(OCC(Cl)(Cl)Cl)c1ccc(Cl)cc1,ketal,0.1598,0.1446,0.0619,-0.254074,0.216208,0.00079029,0.01411343,41.72,test,train,train,train,train,train,train,train
DFT0365,acetal1500_000365,CCOC(=O)C1CCCCC1OC(CBr)(OCC(Cl)(Cl)Cl)c1ccc(Cl)cc1,ketal,0.1619,0.1566,0.048,-0.278274,0.24404,0.00211543,0.01626464,38.25,validation,train,train,validation,train,test,train,train
DFT0366,acetal1500_000366,CCOC(=O)C1CCCCC1OC(CC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccccc1,ketal,0.1674,0.1629,0.0557,-0.276385,0.234888,-0.0006442,0.01242619,37.98,test,validation,train,train,train,validation,validation,train
DFT0367,acetal1500_000367,CCOC(=O)C1CCCCC1OC(CC)(OCC(Cl)(Cl)Cl)c1ccc(C)cc1,ketal,0.1633,0.1587,0.058,-0.276334,0.226571,-0.00177394,0.01153784,37.9,test,train,train,train,train,train,train,train
DFT0368,acetal1500_000368,C=CCC(=O)OCCOC(C=Cc1ccccc1)(OCC(Cl)(Cl)Cl)C1CC1,ketal,0.1576,0.1427,0.0606,-0.260621,0.21675,2.469e-05,0.01482274,44.39,validation,validation,train,train,train,train,test,train
DFT0369,acetal1500_000369,C=CCC(=O)OCCOC(C=Cc1ccccc1)OCC(Cl)(Cl)Cl,acetal,0.131,0.1102,0.1136,-0.260662,0.216475,0.00190252,0.02100508,58.31,validation,train,test,train,train,train,train,train
DFT0370,acetal1500_000370,C=CCC(=O)OCCOC(C=Cc1ccccc1)(OCC(Cl)(Cl)Cl)c1ccc(F)cc1,ketal,0.1579,0.1395,0.0566,-0.251901,0.219483,0.00118288,0.01812232,51.16,train,test,train,train,train,train,train,train
DFT0371,acetal1500_000371,C=CCC(=O)OCCOC(CC(C)(C)C)(OCC(Cl)(Cl)Cl)C1CC1,ketal,0.1631,0.1584,0.1634,-0.261641,0.251974,0.00246451,0.0193164,55.69,train,train,train,train,train,train,train,test
DFT0372,acetal1500_000372,C=CCC(=O)OCCOC(CC(C)(C)C)(OCC)OCC(Cl)(Cl)Cl,orthoester,0.2199,0.2155,0.0079,-0.27525,0.251858,0.0008362,0.01702004,45.3,train,test,train,train,train,train,train,train
DFT0373,acetal1500_000373,C=CCC(=O)OCCOC(CC(C)(C)C)OCC(Cl)(Cl)Cl,acetal,0.1335,0.1272,0.0136,-0.265687,0.254972,0.00219641,0.0180842,51.45,train,test,train,test,train,train,train,train
DFT0374,acetal1500_000374,C=CCC(=O)OCCOC(CC(C)(C)C)(OCC(Cl)(Cl)Cl)c1ccc(F)cc1,ketal,0.1636,0.159,0.0672,-0.260873,0.236922,0.00116822,0.01633502,39.88,train,test,train,train,train,test,train,train
DFT0375,acetal1500_000375,C=CCC(=O)OCCOC(CC(C)C)(OCC(Cl)(Cl)Cl)C1CC1,ketal,0.1664,0.1613,0.2058,-0.261667,0.24581,0.0013449,0.01770001,46.27,train,train,validation,train,validation,train,train,train
DFT0376,acetal1500_000376,COc1ccc(OC(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)C2CC2)cc1,ketal,0.1597,0.1432,0.0631,-0.22984,0.208758,-0.00058517,0.0193415,59.4,test,validation,train,train,train,train,test,train
DFT0377,acetal1500_000377,COc1ccc(OC(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)c2ccc(C)cc2)cc1,ketal,0.161,0.1408,0.0595,-0.230473,0.209584,-0.00176918,0.0172817,55.5,train,train,train,test,train,train,train,train
DFT0378,acetal1500_000378,COc1ccc(OC(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)c2ccccc2)cc1,ketal,0.1642,0.149,0.0461,-0.225781,0.20366,-0.00148231,0.01461983,47.54,train,train,validation,test,train,validation,validation,train
DFT0379,acetal1500_000379,COc1ccc(OC(CBr)(OCC(Cl)(Cl)Cl)c2ccc(C)cc2)cc1,ketal,0.1621,0.158,0.054,-0.244608,0.210127,-0.00031377,0.01788134,51.7,test,train,train,test,train,test,train,train
DFT0380,acetal1500_000380,COc1ccc(OC(CC(C)C)(OCC(Cl)(Cl)Cl)C2CC2)cc1,ketal,0.1709,0.1659,0.0577,-0.268244,0.208274,0.00109442,0.01630621,45.3,train,train,train,train,train,train,train,train
DFT0381,acetal1500_000381,COc1ccc(OC(OCC(Cl)(Cl)Cl)(C2CC2)C(C)(C)C)cc1,ketal,0.1684,0.1641,0.0541,-0.273,0.207198,0.00047597,0.01401779,43.84,train,train,train,train,train,train,train,validation
DFT0382,acetal1500_000382,COCCCC(OCC(Cl)(Cl)Cl)(Oc1ccc(OC)cc1)C1CC1,ketal,0.1646,0.16,0.061,-0.252709,0.207203,0.00066244,0.01879185,57.66,train,train,train,train,train,train,train,train
DFT0383,acetal1500_000383,COCCCC(OCC(Cl)(Cl)Cl)(Oc1ccc(OC)cc1)c1ccc(OC)cc1,ketal,0.1655,0.1604,0.0561,-0.22479,0.208953,-0.0012087,0.01883123,59.72,test,validation,train,train,test,validation,train,test
DFT0384,acetal1500_000384,COC(C=Cc1ccccc1)(OCC(Cl)(Cl)Cl)Oc1ccccc1C(=O)O,orthoester,0.2223,0.2014,0.0722,-0.255943,0.2194,-0.00350825,0.01962722,59.63,train,train,train,validation,test,train,train,train
DFT0385,acetal1500_000385,CCOC(C=Cc1ccccc1)(OCC(Cl)(Cl)Cl)Oc1ccccc1C(=O)O,orthoester,0.2195,0.2083,0.0596,-0.257714,0.221135,-0.00154863,0.01758622,49.77,train,train,train,train,train,test,train,train
DFT0386,acetal1500_000386,COC(CBr)(OCC(Cl)(Cl)Cl)Oc1ccccc1C(=O)O,orthoester,0.2234,0.2189,0.0535,-0.286109,0.23514,-0.0012105,0.02169335,54.6,test,validation,train,test,test,validation,test,train
DFT0387,acetal1500_000387,CCOC(CBr)(OCC(Cl)(Cl)Cl)Oc1ccccc1C(=O)O,orthoester,0.221,0.2162,0.0545,-0.288272,0.236159,-0.00178656,0.01990866,55.44,train,train,test,train,train,train,train,train
DFT0388,acetal1500_000388,Cc1ccc(C(CBr)(OCC(Cl)(Cl)Cl)Oc2ccccc2C(=O)O)cc1,ketal,0.1664,0.163,0.0559,-0.25357,0.233757,0.00034656,0.02196389,56.95,validation,train,test,train,train,train,train,train
DFT0389,acetal1500_000389,CCOC(C=Cc1ccccc1)(OCC(Cl)(Cl)Cl)Oc1cc(Cl)cc(Cl)c1,orthoester,0.2224,0.2049,0.0711,-0.256149,0.221534,0.00261279,0.01585372,37.21,train,train,train,train,train,train,train,validation
DFT0390,acetal1500_000390,Cc1ccc(C(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)Oc2cc(Cl)cc(Cl)c2)cc1,ketal,0.1697,0.154,0.0506,-0.244866,0.219142,0.00179921,0.01587687,40.35,train,train,train,train,test,train,validation,train
DFT0391,acetal1500_000391,Clc1ccc(C(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)Oc2cc(Cl)cc(Cl)c2)cc1,ketal,0.1697,0.1524,0.0579,-0.251087,0.215013,0.0038346,0.01721934,34.84,train,validation,train,test,train,train,train,train
DFT0392,acetal1500_000392,Oc1ccc(C(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)Oc2cc(Cl)cc(Cl)c2)cc1,ketal,0.1673,0.1523,0.0555,-0.240567,0.209776,0.00181385,0.01846453,40.24,train,validation,train,test,train,train,test,train
DFT0393,acetal1500_000393,Cc1ccc(C(CBr)(OCC(Cl)(Cl)Cl)Oc2cc(Cl)cc(Cl)c2)cc1,ketal,0.1633,0.1539,0.0452,-0.258039,0.236504,0.002513,0.02022322,39.66,train,train,train,train,train,train,validation,test
DFT0394,acetal1500_000394,Clc1ccc(C(CBr)(OCC(Cl)(Cl)Cl)Oc2cc(Cl)cc(Cl)c2)cc1,ketal,0.1677,0.1613,0.0387,-0.261738,0.238239,0.00582072,0.01870754,31.92,validation,train,train,test,train,train,train,train
DFT0395,acetal1500_000395,O=[N+]([O-])c1ccc(C(CBr)(OCC(Cl)(Cl)Cl)Oc2cc(Cl)cc(Cl)c2)cc1,ketal,0.1693,0.1627,0.0742,-0.274569,0.243488,0.00947231,0.02337609,47.1,train,train,train,train,validation,validation,test,test
DFT0396,acetal1500_000396,CC(C)(C)CC(OCC(Cl)(Cl)Cl)(Oc1cc(Cl)cc(Cl)c1)c1ccc(O)cc1,ketal,0.1746,0.169,0.0555,-0.247004,0.218146,0.00274747,0.01921069,44.32,train,test,test,train,train,test,validation,train
DFT0397,acetal1500_000397,CC(C)(C)CC(OCC(Cl)(Cl)Cl)(Oc1cc(Cl)cc(Cl)c1)c1ccc([N+](=O)[O-])cc1,ketal,0.1747,0.1684,0.0636,-0.277071,0.237013,0.00857644,0.02046233,47.99,train,validation,train,train,train,train,train,train
DFT0398,acetal1500_000398,COCCCC(OCC(Cl)(Cl)Cl)(Oc1cc(Cl)cc(Cl)c1)c1ccc(F)cc1,ketal,0.1736,0.1676,0.0515,-0.256251,0.238458,0.00430277,0.01844597,44.59,train,test,train,train,train,train,train,train
DFT0399,acetal1500_000399,CCC(OCC(Cl)(Cl)Cl)Oc1cc(Cl)cc(Cl)c1,acetal,0.1421,0.1357,0.0851,-0.285919,0.231596,0.00533529,0.01917036,37.18,train,test,train,test,train,train,test,train
DFT0400,acetal1500_000400,CCC(OCC(Cl)(Cl)Cl)(Oc1cc(Cl)cc(Cl)c1)c1ccc(F)cc1,ketal,0.1698,0.1632,0.059,-0.256205,0.232563,0.00394784,0.02103692,40.94,test,train,test,train,validation,train,train,train
DFT0401,acetal1500_000401,CC(OCC(Cl)(Cl)Cl)(Oc1ccc(Cl)cc1)c1ccc([N+](=O)[O-])cc1,ketal,0.1711,0.1637,0.0848,-0.274905,0.22988,0.00823276,0.02263831,53.57,validation,train,train,train,train,train,train,train
DFT0402,acetal1500_000402,Cc1cccc(OC(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)C2CC2)c1,ketal,0.1627,0.1488,0.0603,-0.242966,0.215754,-0.00149014,0.01511987,46.59,train,train,train,train,test,train,train,train
DFT0403,acetal1500_000403,CCOC(C=Cc1ccccc1)(OCC(Cl)(Cl)Cl)Oc1cccc(C)c1,orthoester,0.2206,0.2027,0.0624,-0.23814,0.216427,-0.00106652,0.01415536,46.17,train,train,validation,validation,train,train,train,train
DFT0404,acetal1500_000404,Cc1ccc(C(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)Oc2cccc(C)c2)cc1,ketal,0.166,0.1503,0.0499,-0.234065,0.213403,-0.00166011,0.0138051,45.68,train,train,train,train,train,train,test,validation
DFT0405,acetal1500_000405,Cc1cccc(OC(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)c2ccccc2)c1,ketal,0.1671,0.1539,0.0519,-0.235456,0.213538,-0.00185246,0.0147029,46.26,test,train,validation,train,train,train,test,train
DFT0406,acetal1500_000406,CCOC(CBr)(OCC(Cl)(Cl)Cl)Oc1cccc(C)c1,orthoester,0.2197,0.2161,0.0425,-0.281126,0.22848,0.00053191,0.01388648,42.79,train,validation,test,train,test,train,train,train
DFT0407,acetal1500_000407,COC(CC(C)(C)C)(OCC(Cl)(Cl)Cl)Oc1cccc(C)c1,orthoester,0.2237,0.2199,0.0501,-0.281436,0.230326,6.007e-05,0.01416823,40.63,train,train,test,train,train,train,train,train
DFT0408,acetal1500_000408,CCOC(CC(C)(C)C)(OCC(Cl)(Cl)Cl)Oc1cccc(C)c1,orthoester,0.2269,0.2226,0.0649,-0.279462,0.221136,0.00031905,0.01219673,37.02,validation,train,test,train,train,train,validation,train
DFT0409,acetal1500_000409,Cc1ccc(C(CC(C)(C)C)(OCC(Cl)(Cl)Cl)Oc2cccc(C)c2)cc1,ketal,0.1682,0.1638,0.0515,-0.248462,0.226876,-0.00070733,0.01363998,42.3,train,train,test,train,train,train,train,test
DFT0410,acetal1500_000410,Cc1cccc(OC(CC(C)C)(OCC(Cl)(Cl)Cl)C2CC2)c1,ketal,0.1666,0.1616,0.0567,-0.27954,0.227605,0.00141521,0.01490648,45.44,train,train,validation,train,test,train,validation,train
DFT0411,acetal1500_000411,Cc1cccc(OC(CC(C)C)(OCC(Cl)(Cl)Cl)c2ccccc2)c1,ketal,0.1694,0.1649,0.0493,-0.255479,0.216781,-0.00015551,0.01244952,35.59,train,train,test,train,train,train,test,train
DFT0412,acetal1500_000412,Cc1cccc(OC(OCC(Cl)(Cl)Cl)(C2CC2)C(C)(C)C)c1,ketal,0.1705,0.1661,0.0551,-0.279273,0.218349,0.0001967,0.01169736,36.21,train,train,validation,test,train,train,train,test
DFT0413,acetal1500_000413,Fc1cccc(OC(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)C2CC2)c1,ketal,0.1627,0.1442,0.0645,-0.246434,0.2176,0.00071818,0.01653206,49.05,train,train,train,train,validation,validation,train,test
DFT0414,acetal1500_000414,Fc1cccc(OC(C=Cc2ccccc2)OCC(Cl)(Cl)Cl)c1,acetal,0.138,0.1158,0.1082,-0.238403,0.217782,0.00139232,0.01986748,52.62,train,train,validation,train,train,train,train,train
DFT0415,acetal1500_000415,Cc1ccc(C(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)Oc2cccc(F)c2)cc1,ketal,0.1674,0.1519,0.0548,-0.239899,0.210554,-4.77E-05,0.0143485,43.91,validation,train,train,train,train,train,train,train
DFT0416,acetal1500_000416,Fc1ccc(C(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)Oc2cccc(F)c2)cc1,ketal,0.1674,0.1523,0.0572,-0.240964,0.213731,0.00078938,0.01605946,43.65,train,validation,train,train,train,train,validation,train
DFT0417,acetal1500_000417,Fc1cccc(OC(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)c2ccccc2)c1,ketal,0.167,0.1515,0.0568,-0.240399,0.213603,-0.00089973,0.01514556,46.09,train,train,train,train,train,test,test,validation
DFT0418,acetal1500_000418,Cc1ccc(C(CBr)(OCC(Cl)(Cl)Cl)Oc2cccc(F)c2)cc1,ketal,0.1645,0.1565,0.0504,-0.251063,0.225821,0.00089241,0.01931596,51.44,train,validation,train,train,train,train,train,train
DFT0419,acetal1500_000419,CC(C)(C)CC(OCC(Cl)(Cl)Cl)(Oc1cccc(F)c1)C1CC1,ketal,0.171,0.1662,0.0585,-0.277389,0.235714,0.00143594,0.01711536,49.74,validation,train,train,train,validation,train,train,train
DFT0420,acetal1500_000420,Cc1ccc(C(CC(C)(C)C)(OCC(Cl)(Cl)Cl)Oc2cccc(F)c2)cc1,ketal,0.1695,0.1652,0.0539,-0.252965,0.231401,0.00033667,0.01611175,48.55,train,train,train,train,train,test,train,train
DFT0421,acetal1500_000421,CC(C)CC(OCC(Cl)(Cl)Cl)Oc1cccc(F)c1,acetal,0.1423,0.136,0.0872,-0.286403,0.223319,0.00274436,0.01801677,41.91,train,test,test,train,test,train,train,train
DFT0422,acetal1500_000422,CC(C)CC(OCC(Cl)(Cl)Cl)(Oc1cccc(F)c1)c1ccccc1,ketal,0.1703,0.164,0.0585,-0.258371,0.220591,0.00077701,0.01513377,41.83,train,test,train,train,train,train,train,train
DFT0423,acetal1500_000423,CC(C)(C)C(OCC(Cl)(Cl)Cl)(Oc1cccc(F)c1)C1CC1,ketal,0.1724,0.1682,0.0595,-0.285331,0.224154,0.00264295,0.01417885,34.36,train,train,train,train,train,test,train,train
DFT0424,acetal1500_000424,COc1cccc(OC(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)C2CC2)c1,ketal,0.1644,0.1467,0.0375,-0.228971,0.213798,-0.0016719,0.0179446,56.39,train,test,train,test,test,test,train,train
DFT0425,acetal1500_000425,COc1cccc(OC(C=Cc2ccccc2)(OCC(Cl)(Cl)Cl)c2ccc(Cl)cc2)c1,ketal,0.1673,0.1509,0.0378,-0.227822,0.210924,-0.00104233,0.01634299,50.52,validation,test,train,validation,train,validation,validation,train
DFT0426,acetal1500_000426,COc1cccc(OC(CBr)(OCC(Cl)(Cl)Cl)c2ccc(Cl)cc2)c1,ketal,0.164,0.1591,0.0257,-0.251723,0.217031,0.00108493,0.02365349,56.98,validation,validation,train,test,train,train,train,train
DFT0427,acetal1500_000427,COc1cccc(OC(CC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccc(Cl)cc2)c1,ketal,0.1712,0.1669,0.0272,-0.249144,0.214036,0.00123433,0.0145862,38.37,train,test,train,train,train,train,train,train
DFT0428,acetal1500_000428,COc1cccc(OC(CC(C)(C)C)(OCC(Cl)(Cl)Cl)c2ccccc2)c1,ketal,0.1701,0.1658,0.0279,-0.251312,0.21371,-0.00107207,0.01342584,38.17,train,train,train,train,test,train,train,test
