Molecule_ID,Source_Molecule_ID,SMILES,Molecule_class,Cacetal-q(N),Cacetal-q(N+1),Cacetal-s-,E_HOMO(N-1),VIP,Overall_Average,Pos_Average,Polar_Area,Split_Cacetal_q_N,Split_Cacetal_q_Nplus1,Split_Cacetal_s_minus,Split_E_HOMO_Nminus1,Split_VIP,Split_Overall_Average,Split_Pos_Average,Split_Polar_Area
DFT1254,acetal1500_001254,CC(OCBr)OCCO,acetal,0.131,0.1156666666666666,0.1110333333333333,-0.287483667,0.2614943333333333,0.00376768,0.0229719566666666,64.47666666666666,train,train,train,train,train,validation,train,test
DFT1255,acetal1500_001255,CC(OCBr)OCOCc1ccccc1,acetal,0.1308666666666666,0.1292333333333333,0.0103,-0.270651,0.2392906666666666,-0.000391553,0.0193887833333333,58.4,train,train,train,validation,train,validation,train,validation
DFT1256,acetal1500_001256,CC(OCBr)OCCOCCc1ccccc1,acetal,0.1312333333333333,0.131,0.0017,-0.262327,0.2310553333333333,-0.000751043,0.0178318833333333,57.71,train,train,train,train,train,train,train,validation
DFT1257,acetal1500_001257,CC(OCBr)OC1CC1,acetal,0.1308333333333333,0.1159,0.1018333333333333,-0.290352333,0.2560316666666666,0.00111592,0.0173186366666666,53.51666666666667,train,train,train,train,validation,train,train,train
DFT1258,acetal1500_001258,CC(OCBr)OC1CCC1,acetal,0.1303666666666666,0.1156333333333333,0.1101333333333333,-0.293789667,0.2593453333333333,0.0023621566666666,0.0154735366666666,49.35,train,train,train,train,train,train,train,train
DFT1259,acetal1500_001259,CC(OCBr)OC1CCCC1,acetal,0.1321666666666666,0.1184333333333333,0.1286333333333333,-0.294040667,0.2611233333333333,0.0023168833333333,0.01764001,48.96,train,train,train,validation,train,train,train,test
DFT1260,acetal1500_001260,CC(OCBr)OC1CC2CCC1C2,acetal,0.1305666666666667,0.1162666666666666,0.1230333333333333,-0.290223333,0.257635,0.0007809266666666,0.0145906166666666,40.36,validation,train,test,train,train,train,train,train
DFT1261,acetal1500_001261,CC(OCBr)OCc1ccccc1,acetal,0.1294,0.1215333333333333,0.0263666666666666,-0.270036,0.2378486666666666,-0.00076389,0.01931619,61.626666666666665,train,train,train,train,train,train,train,train
DFT1262,acetal1500_001262,CC(OCBr)Oc1ccccc1,acetal,0.1366,0.1282,0.0755,-0.276837,0.221419,0.0002148733333333,0.0187068366666666,58.78666666666666,train,test,train,validation,validation,test,train,train
DFT1263,acetal1500_001263,Cc1ccc(COC(C)OCBr)cc1,acetal,0.1286333333333333,0.1189,0.0263,-0.272022667,0.230565,0.0005910566666666,0.01483174,50.64000000000001,validation,test,test,train,train,train,train,train
DFT1264,acetal1500_001264,CC(OCBr)OCOc1ccccc1,acetal,0.1319,0.1296333333333333,0.0161666666666666,-0.274271667,0.2193243333333333,-0.0004649,0.01953013,58.96,train,train,train,train,validation,train,train,validation
DFT1265,acetal1500_001265,CC(OCN)OCBr,acetal,0.1299,0.1161,0.0930666666666666,-0.287404,0.254871,0.0021203833333333,0.0249511233333333,68.65333333333334,train,validation,train,validation,train,train,test,train
DFT1266,acetal1500_001266,CC(OCBr)OCC#N,acetal,0.1368666666666666,0.1149999999999999,0.1405666666666666,-0.320228333,0.27732,0.0063425466666666,0.0318387666666666,70.20666666666666,train,train,train,train,train,train,train,train
DFT1267,acetal1500_001267,CC(OCBr)OCN1CCOCC1,acetal,0.1303333333333333,0.1154333333333333,0.0321333333333333,-0.271666333,0.2223086666666666,0.0012200566666666,0.0190625033333333,56.446666666666665,train,train,train,train,train,train,validation,train
DFT1268,acetal1500_001268,CC(OCBr)OCN1CCCCC1,acetal,0.1288666666666666,0.1149666666666666,0.0382333333333333,-0.270493667,0.209408,0.00093978,0.0152643766666666,44.053333333333335,train,validation,test,train,validation,test,validation,train
DFT1269,acetal1500_001269,C=CCOC(C)OCBr,acetal,0.1304333333333333,0.1206999999999999,0.0633,-0.283307333,0.2517373333333333,0.0008668766666666,0.0191160333333333,59.77666666666667,test,train,validation,train,train,train,train,test
DFT1270,acetal1500_001270,C#CCOC(C)OCBr,acetal,0.1312666666666666,0.1125,0.0780333333333333,-0.293015,0.2636026666666666,0.00058879,0.02186443,60.51,train,train,train,validation,train,validation,validation,train
DFT1271,acetal1500_001271,CC(OCCBr)OCCBr,acetal,0.1279666666666666,0.1166333333333333,0.1636666666666666,-0.285373,0.2565206666666667,0.0026081266666666,0.0289431533333333,72.20333333333333,train,train,train,train,train,train,validation,train
DFT1272,acetal1500_001272,COCOC(C)OCCBr,acetal,0.0986666666666666,0.0954999999999999,0.1905666666666666,-0.282685667,0.2564316666666666,-0.0003155,0.0214796633333333,70.53333333333333,train,train,test,train,train,train,train,train
DFT1273,acetal1500_001273,CC(OCCO)OCCBr,acetal,0.1268,0.1176333333333333,0.1609666666666666,-0.278733333,0.2523796666666666,0.00134659,0.0260066466666666,72.19333333333333,train,train,train,train,train,train,train,validation
DFT1274,acetal1500_001274,CC(OCCBr)OCOCc1ccccc1,acetal,0.1267666666666666,0.1254666666666666,0.0118666666666666,-0.264254,0.2371473333333333,0.0005101433333333,0.0204054833333333,60.52,train,train,train,train,train,validation,train,train
DFT1275,acetal1500_001275,CC(OCCBr)OC1CC1,acetal,0.1240333333333333,0.1139999999999999,0.1187333333333333,-0.279125,0.2465309999999999,0.00091905,0.0197727933333333,56.37,train,train,train,train,train,train,train,train
DFT1276,acetal1500_001276,CC(OCCBr)OC1CCCCC1,acetal,0.1236333333333333,0.1152333333333333,0.1318333333333333,-0.276915,0.2487783333333333,0.00143943,0.01773879,52.52666666666667,train,train,train,train,train,train,train,train
DFT1277,acetal1500_001277,CC(OCCBr)OC1CCCCCC1,acetal,0.1236,0.1119333333333333,0.1345666666666666,-0.280562333,0.249557,0.0020655733333333,0.01648069,47.04,train,train,train,train,train,train,train,train
DFT1278,acetal1500_001278,CC(OCCBr)OC1CC2CCC1C2,acetal,0.1248666666666666,0.1142333333333333,0.1492666666666666,-0.281449,0.2470793333333333,0.0012622266666666,0.01600809,46.89333333333334,train,train,train,train,train,test,train,train
DFT1279,acetal1500_001279,CC(OCCBr)OCc1ccccc1,acetal,0.1246999999999999,0.1158,0.0437666666666666,-0.269847333,0.237608,-7.70E-06,0.0186494766666666,59.49666666666667,test,train,train,validation,validation,train,train,train
DFT1280,acetal1500_001280,CC(OCCBr)Oc1ccccc1,acetal,0.1349333333333333,0.1271,0.0859666666666666,-0.273667333,0.2159623333333333,0.0006091633333333,0.01857999,56.91333333333333,test,train,train,train,train,test,train,train
DFT1281,acetal1500_001281,Cc1ccc(COC(C)OCCBr)cc1,acetal,0.124,0.1148333333333333,0.0310333333333333,-0.265751667,0.228315,-0.00069717,0.0178360666666666,54.06999999999999,validation,train,train,train,validation,train,train,train
DFT1282,acetal1500_001282,CC(OCCBr)Oc1ccccn1,acetal,0.1296,0.1205333333333333,0.0910333333333333,-0.271964667,0.2287706666666666,-0.00029419,0.0169877966666666,50.60666666666666,train,train,test,train,train,train,train,train
DFT1283,acetal1500_001283,CC(OCCBr)OC[N+](=O)[O-],acetal,0.1347333333333333,0.1283666666666666,0.2175333333333333,-0.302415667,0.2712806666666666,0.0024857133333333,0.03190765,77.78,train,train,train,test,train,train,test,train
DFT1284,acetal1500_001284,CC(OCC#N)OCCBr,acetal,0.1331,0.1132,0.1674333333333333,-0.298499,0.2645146666666667,0.0042717133333333,0.0354266433333333,77.85333333333334,test,train,train,train,train,test,train,validation
DFT1285,acetal1500_001285,CC(OCCBr)OCN1CCOCC1,acetal,0.12785,0.11935,0.03755,-0.2663575,0.2166605,0.0004966349999999,0.02253676,65.795,train,train,train,train,train,train,train,train
DFT1286,acetal1500_001286,CC(OCCBr)OCN1CCCCC1,acetal,0.125,0.1147333333333333,0.04,-0.267368667,0.213664,0.0006624999999999,0.0152288733333333,45.943333333333335,train,validation,train,train,train,test,train,train
DFT1287,acetal1500_001287,C#CCOC(C)OCCBr,acetal,0.1288,0.1115,0.1289333333333333,-0.279189667,0.255346,0.00083944,0.0238479366666666,64.49333333333334,train,train,train,validation,train,train,train,train
DFT1288,acetal1500_001288,COCCOC(C)OCOC,acetal,0.1261,0.0658333333333333,0.0701333333333333,-0.271348333,0.2500166666666666,-0.00084061,0.0188311133333333,59.376666666666665,train,train,train,train,train,validation,train,train
DFT1289,acetal1500_001289,COCOC(C)OCCO,acetal,0.0980333333333333,0.0842333333333333,0.1143333333333333,-0.280874,0.2512116666666666,0.0004143366666666,0.0215359866666666,64.44,validation,test,train,train,train,test,train,train
DFT1290,acetal1500_001290,COCOC(C)OCOCc1ccccc1,acetal,0.0949333333333333,0.0943666666666666,0.0039333333333333,-0.268390667,0.2363859999999999,-0.003168533,0.0145488433333333,51.053333333333335,train,train,train,train,train,validation,train,test
DFT1291,acetal1500_001291,COCOC(C)OCCOCCc1ccccc1,acetal,0.0957,0.0956,0.0024,-0.257567333,0.2305456666666666,-0.001240597,0.0142994333333333,47.07,train,train,validation,validation,train,validation,test,train
DFT1292,acetal1500_001292,COCOC(C)OC1CCC1,acetal,0.0942,0.0388,0.106,-0.278998333,0.2504796666666667,0.00039997,0.0141768633333333,45.8,train,test,train,validation,validation,train,train,validation
DFT1293,acetal1500_001293,COCOC(C)OC1CCCC1,acetal,0.0941,0.0565666666666666,0.1051333333333333,-0.287026,0.250602,0.00022339,0.0134383866666666,42.18666666666667,train,test,validation,train,train,train,train,train
DFT1294,acetal1500_001294,COCOC(C)OC1CC2CCC1C2,acetal,0.0963666666666666,0.0781333333333333,0.0819,-0.284423667,0.2478686666666666,-0.000175337,0.0130356766666666,36.74,train,train,validation,validation,train,train,test,train
DFT1295,acetal1500_001295,COCOC(C)OCc1ccccc1,acetal,0.0957666666666666,0.0931666666666666,0.0155333333333333,-0.266359667,0.2383526666666666,-0.00135388,0.0151184066666666,51.84666666666667,train,train,test,train,train,train,train,train
DFT1296,acetal1500_001296,COCOC(C)OCc1ccc(C)cc1,acetal,0.0969999999999999,0.0940333333333333,0.0124333333333333,-0.265826667,0.227179,-0.00037926,0.0146896066666666,47.223333333333336,train,train,train,train,validation,train,train,train
DFT1297,acetal1500_001297,COCOC(C)OCOc1ccccc1,acetal,0.0977333333333333,0.0964666666666666,0.0106,-0.266832667,0.2183176666666666,-0.001080133,0.0164600233333333,52.12,validation,train,train,test,train,train,validation,test
DFT1298,acetal1500_001298,COCOC(C)Oc1ccccn1,acetal,0.0989333333333333,0.0968333333333333,0.0273666666666666,-0.279388667,0.226975,-0.001689437,0.0153702999999999,46.39000000000001,validation,train,train,train,train,test,train,validation
DFT1299,acetal1500_001299,COCOC(C)OCN,acetal,0.0942,0.0644333333333333,0.0815333333333333,-0.27963,0.246609,-0.001733403,0.0196590633333333,59.306666666666665,train,validation,test,validation,train,train,validation,train
DFT1300,acetal1500_001300,COCOC(C)OCC#N,acetal,0.1015333333333333,0.0949666666666666,0.2305,-0.299304667,0.262347,0.0044367,0.0304658166666666,73.81,train,train,train,train,train,train,train,test
DFT1301,acetal1500_001301,COCOC(C)OCN1CCOCC1,acetal,0.0966333333333333,0.0560666666666666,0.0097333333333333,-0.270562,0.2087546666666666,0.00085699,0.0182162966666666,57.99333333333333,train,train,train,train,train,validation,test,train
DFT1302,acetal1500_001302,COCOC(C)OCN1CCCCC1,acetal,0.0956666666666666,0.0604333333333333,0.0101,-0.262326,0.2092043333333333,-0.000251937,0.0139700266666666,47.67666666666667,validation,test,train,train,train,test,train,train
DFT1303,acetal1500_001303,C=COC(C)OCOC,acetal,0.1333333333333333,0.1092666666666666,0.0998999999999999,-0.273014,0.2264926666666666,-0.001237847,0.02103168,63.720000000000006,train,train,train,train,train,train,train,train
DFT1304,acetal1500_001304,COCCOC(C)OCCO,acetal,0.12605,0.12095,0.09325,-0.2722375,0.2485655,0.00114028,0.020165455,58.335,train,train,train,train,test,train,train,validation
DFT1305,acetal1500_001305,COCCOC(C)OCOCc1ccccc1,acetal,0.1257666666666666,0.1244666666666666,0.019,-0.254112,0.2373276666666667,-0.002563297,0.01528649,49.07666666666666,train,train,train,train,train,train,train,train
DFT1306,acetal1500_001306,COCCOC(C)OCCOCCc1ccccc1,acetal,0.1237666666666666,0.1235666666666666,0.0104333333333333,-0.251503667,0.229048,-0.0009121,0.0145185799999999,49.60999999999999,train,train,train,train,train,train,test,test
DFT1307,acetal1500_001307,COCCOC(C)OC1CC1,acetal,0.1239333333333333,0.0983666666666666,0.0911666666666666,-0.265499,0.2455123333333333,-0.000976887,0.0156653833333333,50.35333333333333,train,train,train,train,train,train,validation,test
DFT1308,acetal1500_001308,COCCOC(C)OC1CCC1,acetal,0.1240333333333333,0.0696,0.1095333333333333,-0.269419,0.2463676666666666,-0.00096906,0.0148972366666666,47.156666666666666,train,test,train,train,train,train,train,validation
DFT1309,acetal1500_001309,COCCOC(C)OC1CCCC1,acetal,0.1234333333333333,0.0857666666666666,0.0961,-0.270485333,0.244395,-0.000116957,0.0130611266666666,39.67,test,train,train,train,train,train,train,train
DFT1310,acetal1500_001310,COCCOC(C)OC1CCCCC1,acetal,0.1229666666666666,0.0761333333333333,0.0973666666666666,-0.271440333,0.2389693333333333,0.0011076433333333,0.0134236433333333,39.59666666666666,validation,train,train,test,train,train,train,train
DFT1311,acetal1500_001311,COCCOC(C)OCc1ccccc1,acetal,0.1227333333333333,0.1152,0.0402666666666666,-0.255249667,0.2358866666666666,-0.00125037,0.01421686,47.303333333333335,train,train,train,train,test,test,test,train
DFT1312,acetal1500_001312,COCCOC(C)Oc1ccccc1,acetal,0.1328666666666666,0.1252333333333333,0.0845666666666666,-0.258782333,0.216323,-0.001951977,0.0166009066666666,54.54333333333333,train,train,train,train,test,train,train,validation
DFT1313,acetal1500_001313,COCCOC(C)OCc1ccc(C)cc1,acetal,0.1244333333333333,0.1163666666666666,0.0358666666666666,-0.255061,0.227412,-0.00205904,0.0142885933333333,48.53666666666667,train,train,train,train,train,train,train,train
DFT1314,acetal1500_001314,COCCOC(C)OCOc1ccccc1,acetal,0.127,0.1256,0.0173,-0.254639667,0.2155793333333333,-0.001116877,0.01716636,56.453333333333326,train,train,train,validation,validation,train,test,train
DFT1315,acetal1500_001315,COCCOC(C)Oc1ccccn1,acetal,0.1282333333333333,0.1194,0.0963,-0.25598,0.2262343333333333,-0.00163084,0.0154133933333333,46.93666666666667,validation,train,train,test,train,train,train,test
DFT1316,acetal1500_001316,COCCOC(C)OCN,acetal,0.1206666666666666,0.0902666666666666,0.0800333333333333,-0.261286333,0.2437319999999999,-0.00187503,0.02106054,62.07333333333333,train,validation,test,train,test,test,train,train
DFT1317,acetal1500_001317,COCCOC(C)OC[N+](=O)[O-],acetal,0.1315333333333333,0.1248666666666666,0.0926666666666666,-0.290266,0.2503386666666666,0.0037758433333333,0.0256366733333333,71.60666666666667,train,train,train,train,train,train,train,train
DFT1318,acetal1500_001318,COCCOC(C)OCC#N,acetal,0.1317333333333333,0.1032333333333333,0.0611333333333333,-0.282505667,0.2532796666666666,0.00337631,0.0280870266666666,73.39666666666666,train,validation,train,train,train,train,train,train
DFT1319,acetal1500_001319,COCCOC(C)OCN1CCOCC1,acetal,0.1252,0.11635,0.03225,-0.2543785,0.216471,-0.00059859,0.01938796,59.61,train,train,train,validation,train,test,train,train
DFT1320,acetal1500_001320,COCCOC(C)OCN1CCCCC1,acetal,0.1228666666666666,0.0863,0.0332666666666666,-0.252864333,0.207863,-0.001062477,0.0127285833333333,39.91666666666666,test,train,train,train,test,train,train,train
DFT1321,acetal1500_001321,C=COC(C)OCCOC,acetal,0.1329666666666666,0.1115333333333333,0.0998666666666666,-0.259818333,0.2251413333333333,-0.000125457,0.0178393066666666,56.88,train,train,validation,train,test,train,train,train
DFT1322,acetal1500_001322,C#CCOC(C)OCCOC,acetal,0.1243333333333333,0.1006666666666666,0.0819333333333333,-0.275470667,0.248574,-0.002720697,0.0186045033333333,59.17666666666667,train,train,train,test,train,validation,train,test
DFT1323,acetal1500_001323,CC(OCCO)OCCO,acetal,0.1261666666666666,0.1079666666666666,0.1499,-0.279735667,0.254233,0.0029216333333333,0.0219269166666666,61.3,train,train,train,validation,validation,train,train,test
DFT1324,acetal1500_001324,CC(OCCO)OCOCc1ccccc1,acetal,0.1239333333333333,0.1225,0.0109333333333333,-0.263385333,0.236,-0.000974507,0.0169678166666666,53.98333333333333,train,train,train,train,train,train,train,train
DFT1325,acetal1500_001325,CC(OCCO)OCCOCCc1ccccc1,acetal,0.1253666666666666,0.1252,0.0123333333333333,-0.257785333,0.2286953333333333,0.00010362,0.01835085,55.26,train,train,train,validation,train,train,train,validation
DFT1326,acetal1500_001326,CC(OCCO)OC1CCC1,acetal,0.1253,0.0663499999999999,0.1382499999999999,-0.279205,0.2495805,0.001917005,0.0146666649999999,45.355,train,train,train,train,test,test,train,test
DFT1327,acetal1500_001327,CC(OCCO)OC1CCCC1,acetal,0.124,0.0808,0.1184,-0.280118333,0.245943,0.0002023799999999,0.0167173533333333,47.53666666666667,train,test,train,train,train,train,train,train
DFT1328,acetal1500_001328,CC(OCCO)OC1CCCCC1,acetal,0.1235,0.1138,0.11945,-0.279465,0.248537,0.00065814,0.0151485199999999,41.725,train,train,train,test,validation,train,train,test
DFT1329,acetal1500_001329,CC(OCCO)OC1CCCCCC1,acetal,0.1222,0.09175,0.1154999999999999,-0.2793175,0.2471435,0.00150927,0.015647485,44.075,train,train,train,test,train,train,validation,train
DFT1330,acetal1500_001330,CC(OCCO)OC1CC2CCC1C2,acetal,0.1244,0.1098666666666666,0.1410666666666666,-0.278800333,0.249221,0.0006003466666666,0.01425987,37.48,train,train,test,test,train,train,train,train
DFT1331,acetal1500_001331,CC(OCCO)OCc1ccccc1,acetal,0.1244333333333333,0.1154,0.0487666666666666,-0.266799,0.237171,-0.001010303,0.0181451666666666,53.55,test,test,train,train,train,train,test,train
DFT1332,acetal1500_001332,CC(OCCO)Oc1ccccc1,acetal,0.1334666666666666,0.1257,0.0867666666666666,-0.27126,0.215081,0.00076809,0.0187394333333333,56.39000000000001,train,validation,validation,train,test,train,train,train
DFT1333,acetal1500_001333,Cc1ccc(COC(C)OCCO)cc1,acetal,0.1232666666666666,0.1138666666666666,0.0327999999999999,-0.263273667,0.228517,0.0008726366666666,0.01666739,51.97,train,train,train,train,train,train,train,train
DFT1334,acetal1500_001334,CC(OCCO)Oc1ccccn1,acetal,0.1299666666666666,0.1215666666666666,0.0949333333333333,-0.265296,0.22987,-0.000546587,0.01661613,49.28,validation,test,train,train,train,train,train,train
DFT1335,acetal1500_001335,CC(OCN)OCCO,acetal,0.1190333333333333,0.0975666666666666,0.0973333333333333,-0.271658,0.2452906666666666,-0.000733417,0.0246058666666666,62.1,train,train,test,train,train,train,train,train
DFT1336,acetal1500_001336,CC(OCCO)OCN1CCOCC1,acetal,0.1227666666666666,0.1075666666666666,0.0364,-0.269094,0.2084806666666666,0.00056941,0.01850611,56.57333333333333,train,train,train,train,validation,test,validation,train
DFT1337,acetal1500_001337,CC(OCCO)OCN1CCCCC1,acetal,0.1245,0.1196,0.0346,-0.269954,0.209607,-0.00102977,0.01727465,45.1,train,train,validation,test,train,train,test,validation
DFT1338,acetal1500_001338,C=COC(C)OCCO,acetal,0.1325333333333333,0.1135333333333333,0.0945666666666666,-0.275712,0.2229846666666667,0.00127526,0.0217552133333333,57.92666666666667,test,train,train,train,validation,test,train,train
