Candidate_ID,Rank,SMILES,Molecule_class,R1_SMILES,R2_SMILES,R3_SMILES,R4_SMILES,Predicted_log_kH,Prediction_uncertainty,Relative_to_current_limit,Beyond_limit_flag,SA_score,logP,Search_run
TS0001,1,CCCCCCCCCCC(OC)(OCN)c1c(OC)cc(OC)cc1OC,ketal,*CN,*C,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.9610595703125,0.8536621928215027,0.8610595703125004,TRUE,3.2708715623275832,4.975200000000004,run_01
TS0002,2,CCCCCCCCCCC(OCCC)(OCCC)OCCN,orthoester,*CCN,*CCC,*OCCC,*CCCCCCCCCC,6.784409999847412,0.5884618759155273,0.6844099998474125,TRUE,2.8335662818495724,4.999500000000004,run_01
TS0003,3,CCCCCCCCCCC(OCC)(OCC)ONCC,orthoester,*NCC,*CC,*OCC,*CCCCCCCCCC,6.747187614440918,0.619895339012146,0.6471876144409183,TRUE,2.9584683922705004,4.785100000000004,run_01
TS0004,4,CCCCCCCCCCC(OCCC)(OCCN)OC(C)C,orthoester,*CCN,*C(C)C,*OCCC,*CCCCCCCCCC,6.73374080657959,0.5407156944274902,0.6337408065795902,TRUE,3.304506786200884,4.997900000000004,run_01
TS0005,5,CCCCCCCCCCC(OCC)(OCCC)OCNC,orthoester,*CNC,*CCC,*OCC,*CCCCCCCCCC,6.710467338562012,0.575287401676178,0.6104673385620121,TRUE,3.3706132767413504,4.827600000000004,run_01
TS0006,6,CCCCCCCCCCC(OCC)(OCC)OCNC,orthoester,*CNC,*CC,*OCC,*CCCCCCCCCC,6.703004360198975,0.6018412709236145,0.603004360198975,TRUE,2.938105158893709,4.437500000000004,run_01
TS0007,7,CCCCCCCCCCC(OCC)(OCC)OCN,orthoester,*CN,*CC,*OCC,*CCCCCCCCCC,6.664312839508057,0.5215654969215393,0.564312839508057,TRUE,2.880770465721108,4.176800000000003,run_01
TS0008,8,CCCCCCCCCCC(OCC)(OCCC)OCCCN,orthoester,*CCCN,*CCC,*OCC,*CCCCCCCCCC,6.661957740783691,0.6963818669319153,0.5619577407836918,TRUE,3.200354086496743,4.999500000000004,run_01
TS0009,9,CCCCCCCCCCC(OCC)(OCC)OCCCN,orthoester,*CCCN,*CC,*OCC,*CCCCCCCCCC,6.646759986877441,0.7257572412490845,0.5467599868774418,TRUE,2.7572786921743493,4.609400000000004,run_01
TS0010,10,CCCCCCCCCCC(OCC)(OCNC)OC(C)C,orthoester,*CNC,*C(C)C,*OCC,*CCCCCCCCCC,6.624924659729004,0.5060623288154602,0.5249246597290043,TRUE,3.4298476134781195,4.826000000000004,run_05
TS0011,11,CCCCCCC(OC)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*C(C)C,*C,*c1ccc(N(C)C)cc1,*CCCCCC,6.623726844787598,0.5204719305038452,0.523726844787598,TRUE,3.028038735798422,4.947200000000005,run_01
TS0012,12,CCCCCCCCCCC(OCC)(OCCC)OCCN,orthoester,*CCN,*CCC,*OCC,*CCCCCCCCCC,6.622298240661621,0.6040810346603394,0.5222982406616214,TRUE,3.226532879719019,4.609400000000004,run_03
TS0013,13,CCCCCCCCCCC(OC)(OC)OOCCC,orthoester,*OCCC,*C,*OC,*CCCCCCCCCC,6.621248722076416,0.5544719696044922,0.5212487220764164,TRUE,2.8332237624244048,4.8220000000000045,run_03
TS0014,14,CCCCCCCCCCC(OCC)(OCC)OCO,orthoester,*CO,*CC,*OCC,*CCCCCCCCCC,6.620170593261719,0.528924286365509,0.5201705932617191,TRUE,2.862177059127701,4.210400000000004,run_01
TS0015,15,CCCCCCCCCCC(OCC)(OCC)OCCN,orthoester,*CCN,*CC,*OCC,*CCCCCCCCCC,6.611461639404297,0.6362404823303223,0.5114616394042972,TRUE,2.7866986399888845,4.219300000000002,run_02
TS0016,16,CCCCCCC(OCC)(OCC)c1ccc(N(C)C)cc1,ketal,*CC,*CC,*c1ccc(N(C)C)cc1,*CCCCCC,6.597790718078613,0.5183624029159546,0.49779071807861364,TRUE,2.564550847729002,4.948800000000005,run_01
TS0017,17,CCCCCCCCCCC(OCC)(OCCC)OCCO,orthoester,*CCO,*CCC,*OCC,*CCCCCCCCCC,6.597596645355225,0.5858656764030457,0.49759664535522496,TRUE,3.184395907014304,4.643000000000005,run_01
TS0018,18,CCCCCCCCCCC(OC)(OC)ONCC,orthoester,*NCC,*C,*OC,*CCCCCCCCCC,6.594993591308594,0.5282148122787476,0.4949935913085941,TRUE,2.917895968197957,4.004900000000003,run_05
TS0019,19,CCCCCCC(OC)(OC)c1ccc(N(C)C)cc1,ketal,*C,*C,*c1ccc(N(C)C)cc1,*CCCCCC,6.594681739807129,0.4610513746738434,0.49468173980712926,TRUE,2.431469921265564,4.168600000000003,run_02
TS0020,20,CCCCCCCCCCC(OCCOCCN)(ONCC)c1c(OC)cc(OC)cc1OC,ketal,*CCOCCN,*NCC,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.594399452209473,1.0083956718444824,0.494399452209473,TRUE,3.5436577210346822,4.929000000000003,run_02
TS0021,21,CCCCCCCCCCC(OCC)(OCC)OCOC,orthoester,*COC,*CC,*OCC,*CCCCCCCCCC,6.5924391746521,0.5136311650276184,0.49243917465209996,TRUE,2.7746548329484657,4.864500000000005,run_01
TS0022,22,CCCCCCCCCCC(OCC)(OCCCN)OC(C)C,orthoester,*CCCN,*C(C)C,*OCC,*CCCCCCCCCC,6.58715295791626,0.6409429907798767,0.4871529579162601,TRUE,3.253702218893192,4.997900000000004,run_03
TS0023,23,CCCCCCCCCCC(OCCN)(OC(C)C)OC(C)C,orthoester,*CCN,*C(C)C,*OC(C)C,*CCCCCCCCCC,6.584115028381348,0.4853388667106628,0.484115028381348,TRUE,2.9243463663804263,4.996300000000004,run_06
TS0024,24,CCCCCCCCCCC(OCC)(OCC)OCCO,orthoester,*CCO,*CC,*OCC,*CCCCCCCCCC,6.582589626312256,0.6087256073951721,0.4825896263122562,TRUE,2.742419109350031,4.252900000000005,run_01
TS0025,25,CCCCCCCCCCC(OCC)(OCC)OCCCO,orthoester,*CCCO,*CC,*OCC,*CCCCCCCCCC,6.576885223388672,0.6835818290710449,0.47688522338867223,TRUE,2.728224101603629,4.643000000000005,run_01
TS0026,26,CCCCCCCCCCC(OC)(OCC)ONCC,orthoester,*NCC,*CC,*OC,*CCCCCCCCCC,6.5746941566467285,0.5782581567764282,0.47469415664672887,TRUE,3.354407327849257,4.395000000000003,run_01
TS0027,27,CCCCCCC(OC)(OCC)c1ccc(N(C)C)cc1,ketal,*CC,*C,*c1ccc(N(C)C)cc1,*CCCCCC,6.56997537612915,0.5038685202598572,0.46997537612915075,TRUE,2.93424589559556,4.558700000000004,run_01
TS0028,28,CCCCCCCCCCC(OCN)(OCCOCCN)c1c(OC)cc(OC)cc1OC,ketal,*CCOCCN,*CN,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.562283992767334,1.0560302734375,0.46228399276733434,TRUE,3.4880304686747987,4.320700000000002,run_03
TS0029,29,CCCCCCC(OC)(OCCC)c1ccc(N(C)C)cc1,ketal,*CCC,*C,*c1ccc(N(C)C)cc1,*CCCCCC,6.56005334854126,0.5244633555412292,0.4600533485412601,TRUE,2.9812549274755984,4.948800000000005,run_01
TS0030,30,CCCCCCCCCCC(OCC)(OCCN)OC(C)C,orthoester,*CCN,*C(C)C,*OCC,*CCCCCCCCCC,6.55703592300415,0.5440632104873657,0.45703592300415075,TRUE,3.283405242734111,4.607800000000004,run_01
TS0031,31,CCCCCCCCCCC(OCCOCCN)(OCNC)c1c(OC)cc(OC)cc1OC,ketal,*CCOCCN,*CNC,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.55361270904541,1.004590630531311,0.4536127090454105,TRUE,3.5437413748808364,4.581400000000003,run_02
TS0032,32,CCCCCCCCCCC(OC)(OCCC)ONCC,orthoester,*NCC,*CCC,*OC,*CCCCCCCCCC,6.5514655113220215,0.5094727277755737,0.45146551132202184,TRUE,3.36771774741411,4.785100000000004,run_02
TS0033,33,C=CC(=O)NCCOCCOC(CCCCCCCCCC)(OCNC)c1c(OC)cc(OC)cc1OC,ketal,*CCOCCNC(=O)C=C,*CNC,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.532073020935059,0.9511094689369202,0.43207302093505895,TRUE,3.658366140609921,4.924900000000004,run_02
TS0034,34,CCCCCCCCCCC(OC)(OCC)OCCOCC,orthoester,*CCOCC,*CC,*OC,*CCCCCCCCCC,6.524742126464844,0.6863773465156555,0.4247421264648441,TRUE,3.113128413217778,4.9070000000000045,run_01
TS0035,35,C=CC(=O)NCCOCCOC(CCCCCCCCCC)(OCN)c1c(OC)cc(OC)cc1OC,ketal,*CCOCCNC(=O)C=C,*CN,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.5111260414123535,0.9580161571502686,0.41112604141235387,TRUE,3.604014808438464,4.664200000000003,run_06
TS0036,36,CCCCCCCCCCC(OCC)(OCCO)OC(C)C,orthoester,*CCO,*C(C)C,*OCC,*CCCCCCCCCC,6.506283760070801,0.5172697305679321,0.40628376007080114,TRUE,3.240577499985056,4.641400000000004,run_03
TS0037,37,CCCCCCCCCCC(OC)(OCC)OCNC,orthoester,*CNC,*CC,*OC,*CCCCCCCCCC,6.5057373046875,0.5665736198425293,0.40573730468750036,TRUE,3.3545507344426646,4.047400000000002,run_01
TS0038,38,CCCCCCCCCCC(OC)(ONCC)OC(C)C,orthoester,*NCC,*C(C)C,*OC,*CCCCCCCCCC,6.502006530761719,0.4289503395557403,0.4020065307617191,TRUE,3.4096034552772574,4.783500000000004,run_01
TS0039,39,CCCCCCCCCCC(OCCN)(OCCOCCN)c1c(OC)cc(OC)cc1OC,ketal,*CCOCCN,*CCN,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.4932146072387695,1.0334042310714722,0.3932146072387699,TRUE,3.455032240265453,4.363200000000003,run_02
TS0040,40,CCCCCCCCCCC(OC)(OCCC)OCNC,orthoester,*CNC,*CCC,*OC,*CCCCCCCCCC,6.492045402526856,0.5209877490997314,0.3920454025268567,TRUE,3.367853862146834,4.437500000000004,run_02
TS0041,41,CCCCCCCCCCC(OC)(OCC)OCN,orthoester,*CN,*CC,*OC,*CCCCCCCCCC,6.48593282699585,0.4793978631496429,0.38593282699584996,TRUE,3.2974840899155744,3.7867000000000015,run_01
TS0042,42,CCCCCCCCCCC(OCN)(OCCCN)c1c(OC)cc(OC)cc1OC,ketal,*CCCN,*CN,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.484341621398926,0.977953851222992,0.38434162139892614,TRUE,3.419685289110616,4.694200000000004,run_01
TS0043,43,CCCCCCCCCCC(OCCCN)(OCNC)c1c(OC)cc(OC)cc1OC,ketal,*CCCN,*CNC,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.473645210266113,0.9665440917015076,0.37364521026611364,TRUE,3.4767648133152944,4.954900000000004,run_01
TS0044,44,CCCCCCCCCCC(OC)(OCC)OCCCCO,orthoester,*CCCCO,*CC,*OC,*CCCCCCCCCC,6.469257354736328,0.7318966388702393,0.3692573547363285,TRUE,3.111116254408845,4.643000000000005,run_01
TS0045,45,C=CC(=O)NCCOCCOC(CCCCCCCCCC)(OCCN)c1c(OC)cc(OC)cc1OC,ketal,*CCOCCNC(=O)C=C,*CCN,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.462785243988037,0.9559229016304016,0.36278524398803746,TRUE,3.57877663665593,4.706700000000002,run_02
TS0046,46,CCCCCCCCCCC(OC)(OCC)OCCCN,orthoester,*CCCN,*CC,*OC,*CCCCCCCCCC,6.459267616271973,0.6766405701637268,0.359267616271973,TRUE,3.161337304128581,4.219300000000002,run_01
TS0047,47,CCCCCCCCCCC(OC)(OCCC)OCCCN,orthoester,*CCCN,*CCC,*OC,*CCCCCCCCCC,6.452615261077881,0.6252492666244507,0.3526152610778812,TRUE,3.186401366071377,4.609400000000004,run_01
TS0048,48,CCCCCCCCCCC(OCC)(OCC)OCCNC(C)=O,orthoester,*CCNC(C)=O,*CC,*OCC,*CCCCCCCCCC,6.450662136077881,0.7392618656158447,0.3506621360778812,TRUE,2.7144045605916265,4.396700000000004,run_01
TS0049,49,CCCCCCCCCCC(OC)(OCC)OCCN,orthoester,*CCN,*CC,*OC,*CCCCCCCCCC,6.450389862060547,0.599210798740387,0.35038986206054723,TRUE,3.195033152025082,3.829200000000002,run_01
TS0050,50,CCCCCCCCCCC(OCC)(OCCC)OCCNC(C)=O,orthoester,*CCNC(C)=O,*CCC,*OCC,*CCCCCCCCCC,6.44205379486084,0.697970986366272,0.3420537948608402,TRUE,3.1625751862168787,4.786800000000004,run_01
TS0051,51,CCCCCCCCCCC(OC)(OC)OCCOCC,orthoester,*CCOCC,*C,*OC,*CCCCCCCCCC,6.437307834625244,0.650602400302887,0.3373078346252445,TRUE,2.6599664365990545,4.516900000000004,run_01
TS0052,52,CCCCCCCCCCC(OC)(OCCCN)OC(C)(C)C,orthoester,*CCCN,*C(C)(C)C,*OC,*CCCCCCCCCC,6.434309959411621,0.6142608523368835,0.33430995941162145,TRUE,3.2360736131239616,4.997900000000004,run_01
TS0053,53,CCCCCCCCCCC(OC)(OCCC)OCCN,orthoester,*CCN,*CCC,*OC,*CCCCCCCCCC,6.429617404937744,0.5412102937698364,0.3296174049377445,TRUE,3.216447343242012,4.219300000000002,run_02
TS0054,54,CCCCCCCCCCC(OC)(OC)OCNC,orthoester,*CNC,*C,*OC,*CCCCCCCCCC,6.420825958251953,0.5218652486801147,0.3208259582519535,TRUE,2.918047492145707,3.657300000000002,run_05
TS0055,55,CCCCCCCCCCC(OC)(OCC)OCO,orthoester,*CO,*CC,*OC,*CCCCCCCCCC,6.41726541519165,0.4884070456027984,0.31726541519165075,TRUE,3.2778382263451835,3.820300000000002,run_01
TS0056,56,CCCCCCCCCCC(OC)(OC)OCN,orthoester,*CN,*C,*OC,*CCCCCCCCCC,6.408234596252441,0.4398998320102691,0.30823459625244176,TRUE,2.860076349068839,3.396600000000001,run_03
TS0057,57,CCCCCCC(OCNC)(OC(C)C)c1ccc(N(C)C)cc1,ketal,*CNC,*C(C)C,*c1ccc(N(C)C)cc1,*CCCCCC,6.4056267738342285,0.5112364292144775,0.30562677383422887,TRUE,3.3438428679163694,4.494300000000004,run_01
TS0058,58,CCCCCCCCCCC(OCO)(OCCOCCN)c1c(OC)cc(OC)cc1OC,ketal,*CCOCCN,*CO,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.405354499816895,1.0071873664855957,0.3053544998168958,TRUE,3.4768344388981234,4.354300000000003,run_01
TS0059,59,CCCCCCCCCCC(OC)(OCNC)OC(C)C,orthoester,*CNC,*C(C)C,*OC,*CCCCCCCCCC,6.404898166656494,0.4313305616378784,0.3048981666564945,TRUE,3.409741916815719,4.435900000000004,run_01
TS0060,60,CCCCCCCCCCC(OC)(OCCC)OCCCO,orthoester,*CCCO,*CCC,*OC,*CCCCCCCCCC,6.400933265686035,0.598189651966095,0.3009332656860355,TRUE,3.157346775500656,4.643000000000005,run_01
TS0061,61,CCCCCCCCCCC(OC)(OCC)OCCO,orthoester,*CCO,*CC,*OC,*CCCCCCCCCC,6.396649360656738,0.5805672407150269,0.29664936065673864,TRUE,3.148381503673434,3.862800000000003,run_01
TS0062,62,CCCCCCCCCCC(OCN)(OCCNC(C)=O)c1c(OC)cc(OC)cc1OC,ketal,*CCNC(C)=O,*CN,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.389012336730957,0.9284939169883728,0.2890123367309574,TRUE,3.4101136815348703,4.481500000000003,run_01
TS0063,63,CCCCCCCCCCC(OCCO)(ONCC)c1c(OC)cc(OC)cc1OC,ketal,*CCO,*NCC,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.388708591461182,0.9158886671066284,0.288708591461182,TRUE,3.454833830224673,4.946000000000004,run_01
TS0064,64,CCCCCCCCCCC(OC)(OCCC)OCCO,orthoester,*CCO,*CCC,*OC,*CCCCCCCCCC,6.388556480407715,0.5291467905044556,0.2885564804077152,TRUE,3.172167812603158,4.252900000000004,run_02
TS0065,65,CCCCCCCCCCC(OCCNC(C)=O)(OCNC)c1c(OC)cc(OC)cc1OC,ketal,*CCNC(C)=O,*CNC,*c1c(OC)cc(OC)cc1OC,*CCCCCCCCCC,6.385810852050781,0.9169389605522156,0.2858108520507816,TRUE,3.4685392240711206,4.742200000000004,run_03
TS0066,66,CCCCCCCCCCC(OC)(OCC)OCCCO,orthoester,*CCCO,*CC,*OC,*CCCCCCCCCC,6.384671211242676,0.6361837387084961,0.28467121124267614,TRUE,3.130805361494944,4.252900000000004,run_03
